partid,line,speaker,text,no_chars,no_words
6,45,interviewer,"I'm curious, then if you were, if you were kind of self taught, when you started to connect up with other people doing parkour, or particularly when you moved into maybe coaching with actual coaching groups, I think I think you were coaching with a group, right?",208,47
6,46,participant,"Yeah, [name]. I was officially coaching with them for half a year, but I coached for like, a year before that just sort of, I'd turn up and just help so yeah, well, yeah.",126,34
6,47,interviewer,"Yeah, whether whether you, when you started to kind of make those connections, did your kind of self developed technique, did you kind of learn new things when you, or did you find that the thing you self taught yourself matched up with what the other people were doing? Or...?",218,50
6,48,participant,"Yeah, so like, it wasn't wrong, I didn't have to relearn anything. There were like tweaks and improvements to be made, again, mainly the dip, just because I didn't know that was a thing. But it changed it completely. And I mean, it was it was a good like, five years between meetings, like learning that and then starting coaching. So like I was training with, like lots of people before. I dunno like, yeah, I didn't feel it was wrong, didn't have to relearn anything, what I learned just training with people and like, I guess in terms of challenges, like when I was just doing a kong on my own, it was just a kong vault over and over and over again. And there was no variation of that maybe I do it left to right. And I do it right to left over the same obstacle. And then when I met other people, like I saw, there's more opportunity with this. And then when I started trying those challenges and found them difficult, then I would get almost like peer to peer feedback. And you know, someone I trained with would go, Oh, you just need to try lifting your chest a bit higher, or, you know, throw your arms back a bit further. And these little things that made me see that, oh, yeah, it's not just this isolated movement, there are loads of different things I can adjust to change the outcome. And yeah, I mean, the development came much quicker with other people than just on my own.",1072,264
6,49,interviewer,"And now, like as a coach, are you finding that students are like, have some of the same things that you found you could improve or learn from other people? Would you find that there's common things that come up in terms of challenges for students with the movement?",211,49
6,50,participant,"Yeah, so I find that most students come in without knowing what it is and they've not seen they've maybe seen a video of parkour but they can't quite point at it and go that's a Kong vault and they've often not tried it before. And the most common thing is, they sort of run up to it. Punch off and then I don't know it's almost like an instant, No, I'm not gonna put my feet through there and they do like a two handed speed vault when I don't know like, you even if, I've got a bunch of younger siblings, and like when they were younger, like seeing them play in the park and stuff, like, that's how kids just get over things, they put two hands, like as a support point, they throw the rest of their body over and push off. So kids they automatically go into that. So either challenge for kids that haven't done parkour before., for like coaching them it, is going, stop doing that, just put your hand over here. And then it goes into the breakdown again, okay, you're scared to put your feet over the wall. Let's practice just trying to get them up onto the wall. Um but yeah the most challenging thing is I think that kids just come in with the knowledge of being kids playing in the playground. And that's great. Because, you know, I mean, you can watch kids play, and you can see parkour without it having a name, like they're just being kids. They're just playing around. And it's great. And we're it's sort of being like, what you doing is great. But it's not what this is... Yeah, yeah. I keep going on about the dip, because I think it's the most like, it's the thing that's missed the most and the thing that people struggle with the most because they they think I'm trying to go over this wall. Why would I lower myself if I actually want to go up, you know, but that's where the problems come in. If you just jump from straight, you might clip your feet, you're probably not going to clear it unless you've got like the technique nailed. And so again, and to do a movement that perhaps is unfamiliar, like you don't see people walking around, like bent over at 90 degrees. Because that would be weird. We're used to being up where [unclear], so getting people to like crouch down, put their hands on the wall to go up. It's just, it can take a while to get into people's heads. Just because it's not a movement pattern that we're really familiar with. Yeah.",1818,453
6,51,interviewer,"Are there... So what what kind of thing would you be looking for in order to say like, yeah, that's a good, that's a good Kong, or maybe you need to work on this, like a, when you're coaching in particular, are there things you're looking out for, in order to be able to say, yeah, this that was good, or we should work on this, or?",246,67
6,52,participant,"Yeah, so in terms of the takeoff, how far they are from the wall can make a huge difference, if you're too far, you're going to be stretching, and you're not going to get over just gonna sort of crash your hips into the wall. Maybe too close, you're not going to get your feet over. So you're just gonna again probably crash your hips into the wall, say, oh, why don't you try doing that a little bit closer, or a little bit further back. Don't want to go on about the dip anymore, bt the dip, you know, maybe dip a bit lower, or maybe they're dipping too low, like you shouldn't be like touching your nose before, you know sort of thing. Um, the push from the arms, I tend to find is one. And they just sort of put their hands in a wall a bit like you're asking about before, and then not supporting their kids just want to jump and I'm like you've got hands, push your weight through them. And again, that's why I do the exercise of push yourself up and pop your feet onto the wall. And then yeah, yeah, just like coming out of it as well, again, I think related to that sideways movement, a lot of kids they do it, they get their feet through, then they take one arm off. And they sort of end up with this sort of like half spin out of it. And I'm like, just keep that hand on a second longer and push off at the same time. which is again, why I practice, get on the wall, practice pushing off and jumping down. And yeah, I think those are like the main things because when you correct them the rest of it sort of just comes, like, naturally.",1177,308
6,53,interviewer,"And how about in terms of like connecting the vault to other movements or other things? Is it, is it an easy vault to like drop into a route or is it...",116,32
6,54,participant,"Um, for kids, yeah, because like, especially like that first like, couple years of like learning. Like first year perhaps of learning, everything's very punchy. They're very like, they're all in what they're running around in a circle and there might be like a series of obstacles. Well, it's not a constant flow like a wave, stop, punch, over stop, punch over. Um.  I think again, I find that the if you try and get them to do it quicker if you're trying to do it too fast. How am I wording this. If you try and get them to do the movement too fast... This is, this is just I think I'm tripping over myself. Get them to move too quickly, in too short amount of time, they'll go back to just that fear of, I'm going too fast and I'm going to clip my feet. Let's just go to the side, or let's just run into the wall and try again. Yeah, I feel for flow instead of like a punchy, punchy term, it's really easy, because unlike the lazy vault, where they have to stop and think about, okay, I have to put my hand down and swing my legs or when I put my hand down, and then land. It's very simple. You start here you go, you finish it. And that's the move complete. And yeah, I got stuck [unclear]",895,235
6,55,interviewer,"That's all good. So that that little description you gave there about like you, you start here, you go over you stop here. Is that like, I think we might have talked about it. Is that like a typical kind of Kong? Because I think as well, you mentioned, there's like, a whole bunch of variations, like, double Kongs and stuff. Are they their own movement? Or are they extensions of the same movement? It's a bit of a metaphysical question, maybe but I'm curious how people think about these things.",386,91
6,56,participant,"I'd say they're extensions of the same movement. So if if my ultimate goal is to teach someone, the double kong, I teach them the Kong first, so they've got that down, then I'll teach them the dive Kong. And I feel a double Kong is a mix of the two. So the double Kong, obviously, you're doing two, two Kong movements, there are two walls, you put your hand on both sets of walls, and you try to get your feet to clear them. But I think the first Kong in a double kong is a normal kong. Like you're just going up, you try to get as much height as possible. And then from that, you then go into the dive Kong, you get that hip pop, which is very unique to the dive kong. And, and again, if I'm teaching that the elements from the very like foundation, of the kong comes in, I guess someone can do a normal Kong, and a dive kong, but is struggling with a double kong, I'll go okay. First of all, you put your hands on, you got to jump up to your feet. And then as quickly as you come from that, you're going to push off your feet and dive out with that. And that gets them used to like being high popping their hips up. Then as it gets quicker and quicker, I'm like, okay, good. Can you do it and try and like, spend as little time on the wall as possible. And they do that. And they do that. And then it just gets to a point where I'm like, okay, all you need to do now is take off that step where your feet are on the wall. And hopefully by that point, they're hardly putting any weight on it. Like the toes are tapping and they're going off. And there is an element of sort of like the actual send it not as in like you don't know what you're doing, just throw yourself at it but you have all of the movements down. There's one thing that you need to push past and the only way you're going to push past that is to do it. But I've never, I've never heard of anyone learning a double Kong without first knowing in at least what a normal Kong is. The dive kong is so important so because that hip pop is incredibly important.",1540,411
6,57,interviewer,"Is the dive kong, where you're, you're trying to cross like a wider obstacle and so you're diving further before the hands contact?",103,23
6,58,participant,"Yeah, so it's either, it's either diving over a wider obstacle. Because obviously, if you if you if your hands are too short, your feet are going to land on the obstacle, that's not what you want, you want to dive further. But it's also like in terms of like Imax two where there are two walls that you could double Kong, and you're trying to reach the first one. Sometimes, sometimes it's clearing a large obstacle. Sometimes it's jumping over a gap to catch your hands on that wall, and like you could do that, Imax is perhaps a bad example, if there's not an obstacle you have to clear before the second obstacle. So Imax two is actually, you know, is the wall and the second wall. With that, I think the best thing to do is a dive kong because you're gonna have to dive over that headfirst anyway, you're set up for that. But if that wall wasn't there, perhaps an easier option, snd maybe, perhaps an easier options would be to go for like the cat hang or the waist cat. But in terms of efficiency, which is what some people like to define parkour as like, you know, the root cause of your train is to be efficient. Jumping to like a position where you have to stop and then pull up and then pop over is so much slower than just slapping your hands in the wall. So but yeah, like fundamentally it's just for clearing. But for reaching a point on a wall, this, um... that if you were, the dive kong is, you're trying to put your hands where they wouldn't reach if you just were standing still. Like there's a moment in the air where you're feet aren't on the floor. But neither, your hands aren't on the wall and it's that moment of diving like Superman.",1278,317
6,59,interviewer,"Is that, is that kind of different to a, again, a standard, typical kong? In that you're kind of you're diving almost down onto the thing, rather than-",115,28
6,60,participant,Yeah.,4,1
6,61,interviewer,-Going up to it from that dip. You mentioned.,34,9
6,62,participant,"Yeah. So right, yeah. So rather than going up, I think there's still an element of the dip to the dive kong, but, rather than in the normal kong, where you're going down, you're going up and over. And like your hips, they have to pop a little bit so that your feet can get through the gap. We don't have to be way up here, with a dive Kong, you're going up, your hips are going up above your head, I think that's a difference. In the normal Kong, your hips tend to be pretty much in line with your head, but they don't tend to go much higher. Whereas with like the dive kong, you can be at, perhaps an extreme example butyou can be at like 45 degrees, and your head can be the bottom and your feet can be the other end. Yeah, for the dive kong, I think its more, you have to get down low again, but it's not so that you can propel your chest up, it's so that you can pop your hips up. Yeah.",669,183
6,63,interviewer,"Okay. We've actually, like you've been very efficient. And we've, we've got through most of the main points that I try and hit with people. I'm just having a... Yeah, it's great. Makes makes my job easier to transcribe it. Is there anything else kind of about the Kong vault that you can think of that maybe we haven't got to or that you think is important that hasn't come up yet?",290,72
6,64,participant,"I guess it's the move where like, more than anything, you know, your hands are feet. I had a girl say that to me once I think she went to college. And she was like watching all the videos. And she was like, it's bizarre. Like parkour is so weird because your hands become feet. Well, you know, going back to I was saying before about like monkeys and cats and stuff. It's going, Yeah, I've got four limbs. And they're not two arms and two legs. They're just four limbs. And I think with the Kong, like it's a move... I don't think there are many vaults that are too similar to that. Like even in like the lazy vault, or like the dash vault. Well in the lazy vault the hands are more like a pivot point for your body to come round. And then you just push it off, and it's all about the feet. Whereas with the kong like the hands are so important, and for especially for stuff like the dive kong, like there's a moment where all of your weight is on your hands. Yeah, I don't know if that's the point that I just made or if it's just something I've just said. What... Yeah, I think it's like yeah, it's the one where you, yeah, yeah. Where your arms are used not just as like support points, but as like things that you're actually balancing and moving on, like people do Kongs to handstands and stuff. Which I think is mad because I can't handstand. But yeah, it's almost like an inversion of what we're used to, again, is like bipeds, it's not just moving back to being like a quadruped. It's like being an inverted biped. Especially in dive kongs, because your hands are the first thing on the ground. And that's why for a lot of people, it's so scary because we're not used to that. Yeah, yeah.",1288,328
6,65,interviewer,"Yeah, I think-",10,3
6,66,participant,"I think that's getting into like the very nitty gritty of it, that not some theory I really talk about too much in coaching much. It's like an observation I've made mostly based on that comment, which I'd never thought of before in my life, until this girl said this to me.",213,52
6,67,interviewer,"I think it's a really good point. And do you think it means that, um. Maybe that's, you know, I think he said that at the end, though, it's kind of why the movement can be a bit intimidating to people. It's, it's not something that's maybe natural to us. Although people describe it as like an unnatural, even like monkeys and cats and stuff. For us. It's something that we have to learn.",294,74
6,68,participant,"Yeah, we're used to being vertical. Whereas I think more than most of our vaults like the Kong vault exists on a horizontal plane, rather than a vertical plane. Like the lazy vault you start up, you swing your legs around, but you pretty much stay up the whole time. Dash vault, you stay up, you just bring your legs over the wall, but your chest is in place. Whereas the kong, that dip puts you on a horizontal plane where you're try to go over, there's a little bit up but it's a [gesture] rather than a [gesture] I know, you can't transcribe that, because I'm moving my hand. Maybe you can do some funky diagrams [laugh]",478,118
6,69,interviewer,"Yeah. I think that's actually a really, really great insight. That's a really good way to describe it. Cool. So the thing I've been kind of finishing with with a lot of people is to just ask, Is there anything about the Kong vault, the movement, that you're curious to know more about yourself? You know, the questions you might have about it?",266,63
6,70,participant,"I'm sure there's some.... I think, like mostly just is like a curiosity about things I can't do. Like, I don't do any flips. So the idea of like, a kong gainer, some where you're trying to go forwards and then go up, but then you're throwing your feet forwards, up and over to then kick back. Just the mechanics of that baffles me. Like, I just don't understand It. But as for the core, like Kong vault. Don't know, I want I want to find something like really important to see but I can't think of anything [laugh]",386,99
6,71,interviewer,"Okay. Just because I noticed I've made a note about it, and I forgot to ask you, I think you used the word efficient for the vault at some point.",111,30
6,72,participant,Yeah.,4,1
6,73,interviewer,"Does efficient mean, fast? Or what? What's your kind of use of efficient for it?",61,15
6,74,participant,"I think in parkour there's like two stages to efficient. So the primary one is speed, is how fast you can go. But, I think the reason we don't say in terms of speed is because it's a second element, which is important, but perhaps not always seen as important, which is like energy conservation. Like there's a reason that we don't hurdle walls, generally, there's a reason that the Kong has more preference to a hurdle, because I think a hurdle take some more energy, you have to generate more power because you're only using your legs. Whereas with the Kong, you're spreading out that energy using your arms as well. And it's a pre even like ratio of how much I've not done the like, research into how much like forces are actually put on but to me for me like someone practices and teaches us. It's a pretty 50-50 split, you take off with your legs, you push with your arms, and then you land and it's pretty even. And so I think in terms of conserving energy, so that you can carry on and being as efficient as possible, is important as well. Where in terms of parkour in general, I think a lot of people forget that efficiency isn't just speed. I think it does do both, with speed as like the primary part of that. And then energy conservation as a secondary part.",988,240
6,75,interviewer,"Cool. Okay, I think that's everything. Awesome. Okay. Yeah, unless there's anything else that you want to add. That's come to mind. I'll stop the recording.",118,26
6,76,participant,"Yeah, no, I'm good.",12,4
6,77,interviewer,I'm good. Okay.,10,3
7,1,participant,Gotcha.,6,1
7,2,interviewer,"All right, there we go. So, yeah, so the study is just kind of looking to talk to parkour coaches and practitioners out there and talk about some of the movements that that we do. And how people understand them, how they learnt them, how they coach them themselves, with a view to kind of understand these things for a, like a decentralised sport like parkour is, you know, there's not like a central organisation or rulebook, or it's just kind of organically grown over time. So it's just kind of seeing how, although it's spread, organically seeing how people kind of understand these movements that have become kind of known parkour movements. And so I just picked the Kong vault, as like kind of a well known movement to start with just to kind of start exploring these things. But I guess in that case, the first thing to kind of ask you is, is that the term that you're familiar with, Kong vault, or do you know it as something else or...?",741,174
7,3,participant,"I would say that generally, um, the Kong vault would be the overall like, most common term that people use, but I've also heard an awful lot of catpass. And back when I started, you know, in 2011, 2012, some people were calling it a monkey vault at that time. But I would say the general consensus is that Kong is the most widely understood term for the technique that we're discussing.",302,72
7,4,interviewer,"Do you know, do you know how that term came about? Just out of curiosity?",56,15
7,5,participant,"Um, I don't know, specifically, but you know, if I had to guess it kind of looks like Donkey Kong, you know, the way that he would just move around in the video game. So it's a it's a fitting name.",146,41
7,6,interviewer,So is that is that the term you'd use for coaching and whatnot?,49,13
7,7,participant,"Yes, I would use Kong vault.",21,6
7,8,interviewer,"And how, I know, obviously, these things tend to be very visual, especially in coaching, you know, we tend to demonstrate stuff, but how would you describe the movement, just?",137,30
7,9,participant,"Alright, so I would definitely describe it during class through demonstration. But I would say that it is a symmetrical vault where you place both hands on the object and your body moves through that the plane between your two hands.",190,41
7,10,interviewer,"Okay. And if you, er, if you ertr going to kind of try and break it down into into maybe stages or, you know, give a bit more detail about the movement, are there, how would, how would you kind of describe it further I guess.",171,46
7,11,participant,"Sure. So the first stage is the run up. And when you begin running up into a kong, it's going to be different than a sprint, or even a long jump approach. It's going to be as you're running, you continue to lower your body so that, like you do it gradually, I would not recommend, you know, starting upright and then going down, but you kind of as you're running, you gradually lower yourself so that you're in the prime position to take off. As you're doing that, you want to be at a low point when you get into your penultimate and final step, which are going to ultimately determine your trajectory and how much power you're going to get for the kong. During those two steps. You, um, on the third to last step, you're going to take a long stride, gaining into your second to last step, and then quickly go right into your final step. So you're it's almost like a plyo takeoff, except your feet are split. So you could even call it a gallop. For the for the final step and the takeoff, your arms are back as you're in that gallop position, your chest is low. And as you take off, you want to reach with your arms while raising your hips simultaneously. That's actually a technique that I learned pretty recently, um, I've noticed that like, if you get your hips higher, then there's less distance that your centre of mass has to travel over the wall. So if from that position, it's just easier to go further. So you want to you want to have that form. You want to make sure that you're taking off nice and far from the wall when you do that, so you have space for your legs to clear and carry through. From there now you're at takeoff. You want to pull your arms back, you know as you push off the wall, allow your chest to rise point with the toes while watching for your landing to prepare for whatever you're going to do out of it, be it a stick, a safety out, dash.",1445,362
7,12,interviewer,So can you do it with other types of takeoff as well?,41,12
7,13,participant,"So you can do a Kong vault from a purely two footed, like stance, a lot of the time, people will do standing dive kongs, and even standing kong precisions. And it does work. But with momentum, doing that punch footed takeoff is gonna, you know, decrease your power, you're going to decrease the amount of strength that you have going into it. The gallop through trial and error, people must have figured out that it was just a more efficient way to transfer the force, the momentum.",380,88
7,14,interviewer,So is that transferring it... to go up? Or to go forward? Or...,43,13
7,15,participant,"So I would say that um, probably to go forward because it has to do with your momentum, punching will actually send you soaring, it'll send you up quite a bit. Punching will decrease your horizontal, horizontal momentum. It's like, it's like punching like stops you and then you keep going. It like re-translates it. So you know, the gallop allows you to kind of smoothly like do it, you basically do what the punch is doing in two steps like the second, like the first, and let the penultimate step kind of lowers you even further and really primes, you, and then that last step really launches you off. So it can happen more smoothly as you take off for the Kong.",522,124
7,16,interviewer,"And so you mentioned, like trajectory, and power as well.",45,10
7,17,participant,Right.,5,1
7,18,interviewer,"Are they, is that stuff kind of coming from the takeoff?",44,11
7,19,participant,"That stuff comes from you, your trajectory is going to come from your takeoff, and also, it's going to come from the way that your arms push, you know, um, if you want to get height, like for example, if I'm going for a kong precision that's higher than what I'm taking off of, I'm not going to pull at all, I'm going to straight push, it is like a dip at that point, because I'm only looking to get height, I'm not going to be looking to get any distance. But if you're looking to maintain your height while getting distance, like what you would need for, say, a level kong precision, you're going to want to push and then also follow through quite a bit. So that you're encouraging your body to, to contain that to maintain that trajectory and follow that path. When you're going downwards, you know, you still want to pop, but it's gonna definitely be a lot more of that sliding motion, and maintaining your speed through through your takeoff, to get the distance. Like, besides what your arms are doing, the speed of your takeoff is gonna make a huge impact on how far you're able to travel. Like the biggest thing that I find that even up to like intermediate, even some advanced athletes do is as they're running up to the wall, they subconsciously slowed down in their last two steps. And it's not a conscious process for most people. But like the challenge is in getting like, comfortable, you know, approaching the wall, and, you know, going aggressive in that last second, like I love the term Kong because you know it kinda it kind of like emphasises that like gorilla nature that you kind of have to have as you go in at a kong like it is one of the most aggressive moves in my opinion. Like you really need to, like fully go for it and fully apply like the full range of all the techniques in order to get the distance. And you know, if even one variable is off, you're gonna you're gonna be off the money for you know, making the stick.",1517,368
7,20,interviewer,"So is that, is that aggressiveness like... because, because of that need for like a commitment to really dive in headfirst or...?",99,22
7,21,participant,"It's, yeah, it's basically just the simple fact that you're running at a brick wall or at a railing. You know, it's something that I think brains have a hard time dealing with when you start doing parkour. So a lot of the time I see it in people, but um, yeah, like that's where training comes in. And repetition comes in because there's a there's definitely a disconnect between knowing technique, especially like with Kongs, and like with laches and stuff like that, and execute, and comfortably executing. It's like not being in fight-flight when you're doing it, so that you know you're calm, and you can just focus on exactly what you're doing. And yeah, usually, that works the best.",536,123
7,22,interviewer,Does that kind of come come from just repetition?,40,9
7,23,participant,"It comes from repetition, I would recommend breathing, knowing your technique. Also, like, for a lot of people, they bash their knee, like once on a Kong. And that really slows them down. That's really why we need that space that we were discussing earlier, like the space between your very last step, and the wall is gonna allow you the room to the room for your knees to clear also raising your hips is going to give you room for your knees to clear and maintaining your speed as you do so. So, you know, knowing the technique and being confident in the technique, really, I feel like eliminates fear, because and by doing that over and over again, it's not just the logical of knowing, like I know the technique, you know, you have the backlog of experience of doing the techniques so that there's nothing to worry about.",649,151
7,24,interviewer,"Do you find that it's like, a difficult move for people to learn?",50,13
7,25,participant,"It depends on the person. Um, it's difficult for people if they have left-right imbalances. So if say, the right side of their body is much more coordinated than their left side and their and they have a tendency to like list to one side, they're going to have a very hard time straightening out their kong. That's the most common issue I see is people doing, you know, side vaults or like modified kash vaults, as they're learning to do a Kong. Um, so for that specific thing, I have a drill that I teach my students, which is, um, I teach them to kong up, first. So I have them basically run out a block, and they kong, they do the Kong, and instead of looking to clear, they do it to their feet landing in the middle. And they'll repeat the process of doing that three to five times, and then I'll tell them, okay, now do faster. And then they do that like three times, then I say, do it even faster. And it gets to a point where their feet are just barely tapping the block. And by then I'm like, Okay, now do it again, keep your hips high, and tuck in your knees, and a lot of the time they end up clearing. So that's, that definitely does it, I also will tell my students to remember to put equal weight on both of their hands. Because the tendency to list to one side and look like a side vault tends to be from that. Um, and then yeah, and then the other thing is getting people comfortable mentally with doing things on their opposite side. So like, if you can get a student to feel comfortable doing a side vault, to their right side, when they always go to their left side, then they don't necessarily have to resort to going to that side as a bailout, because they're scared in the movement, like they kind of have a little bit more proprioception of where their body is, so that they can remain in line and know what being in line actually feels like. I feel like a lot of students aren't quite conscious of that yet. What being aligned feels like.",1517,381
7,26,interviewer,"So is it, do you find that it's perhaps not a, er, I don't want to say like a not a natural movement, but like, it's not something that people kind of instinctively might do, without without being shown first, or...?",162,41
7,27,participant,"Let me think about that one. Is it not natural? I believe it is natural, but it's not comfortable. It's just not comfortable for a lot of people. I would imagine that, you know, in the wild people were doing a lot more safety vaults, and side vaults than Kong vaults. So I guess, I guess yeah, it's probably not the most natural of movements. It's not the most natural but it becomes very useful once you know how to use it.",326,82
7,28,interviewer,"What, erm, why would it be useful? What kind of things is it useful for?",54,15
7,29,participant,"It's useful for I'm essentially getting distance when there's a wall in front of you, if you want to, if you want to jump and you're like, say getting chased. You can only really effectively take off of like such a height and then it becomes like a huge step up or you have to stop and plyo off of it. There comes a point where, you know, just being able to push yourself over it and travel becomes the more efficient way and it opens up a whole lot of challenges. So in those regards, it's very useful also, um, in certain contexts, a dive kong may be faster than doing like a plyo down or say like or safety vault down depending. So it like that. And then with double Kongs, if you really want to travel distance and you really feel comfortable with them, you can travel further on the double kong than you can on on a Kong Precision and even on a standing precision, um, not that I recommend, you know, going for 10 foot double Kongs for everybody like I don't do those, but, but it's theoretically possible. Like if you look at like what [name] done what some of the French guys have done with double Kongs, like they can soar like 11, 12 feet off of these things.",908,226
7,30,interviewer,"Is, um. Is that kind of that ability to travel quite far on the other side of it an important factor? Is that something useful rather?",105,26
7,31,participant,"So the ability to travel far, like on a Kong Precision? You mean? It's just-",57,15
7,32,interviewer,"[overlap] Yeah, yeah. The move in general, I guess.",37,9
7,33,participant,"Yeah, the, um, part of the utility of the Kong vault is that it's the most powerful of all of the vaults, as opposed to safeties or dashes or anything, Kong is always going to make you go the furthest. As long as you know, you know how to do it. So Kongs are effective in that, you know, out of the vault, you're going to go the furthest.",256,69
7,34,interviewer,"Okay. Is, um, just to kind of rewind a tiny bit, is the upper body contributing to that distance? Or is it all coming from the takeoff?",103,27
7,35,participant,"I would say it's, maybe... 60-40. 60% legs, 40%, arms and upper body. Um, cos you know, you need to make sure your arms job on the takeoff is to give you some extra power and distance, but it's also to help you position your chest right, so that you can land like safely and comfortably. So, like, yes, it's more so a jump, like, it's almost like that staggered plyo, like we were talking about. But yeah, the arms do help.",313,83
7,36,interviewer,"So that that kind of when you're over the obstacle, you know, there's obviously going to be a bunch of different ways you could land and heights and distances and all sorts of objects you could land on. But is there is there like a certain way you want to be coming out of the movement to be safe, or, or...?",237,61
7,37,participant,"Yes. So there's particularly um, let's go over the one thing that you don't want to do, and then I'll explain, like what you do want to do. So what you don't want is your chest down. So I'm gonna stand up and show you like, so if you do, you're kong, and your chest is too far over. You know, you end up flailing and you're uncomfortable. We, we, in the Long Island community call that Millennium Falconing, or Falconing for short [laugh] And so so to avoid that, like, what we do is as we fall through, we make sure that we push, like with the chest and you raise with the chest, like as I kong, I go like this [raises chest] so that I allow my chest to rise as I'm pushing so I can stick out my feet, bring my arms back and come in for a nice landing. It's all in chest positioning and being mindful of the fact that I'm pushing through the chest using everything.",655,173
7,38,interviewer,"And is that is that only if you're trying to land on something for like a precision or is that also if you're trying to come out to a run, it's generally good to get the chest up?",137,38
7,39,participant,"I would say that's generally good technique. Um, you know, I was doing a Kong splat back over the weekend. And for that, you know, you still want to keep your chest in a safe position, like in an upright somewhat position. But I did come forward, you know, to do the splat back because that's part of the technique. But that was very intentional. And still, of course, my feet were hitting the trees surface before, you know, my upper body wasn't anywhere close to it. So I modified it slightly, but, you know, the same principles still apply.",420,100
7,40,interviewer,"I'm curious as well, you know, with the various ways you could take off, or the various ways you can land. And you've mentioned some of the like variations like double Kong as well. Like are these all just variation on the same movement? Do you think? Or are they distinct?",213,51
7,41,participant,"Yeah, like they're all Kongs because you know they're the symmetrical two handed vaults going through a plane that lies within the two hands. Um, so in that regard, yes, they are all the same, but the techniques, but the techniques are going to be different. I would say that somebody who has proficiency in like one type of vault one type of kong may or may not have proficiency in another type like I know some people are excellent at dive konging, but aren't anything crazy remarkable at double konging, I mean, or at like Kongs precisioning but for a double Kong I feel like you need to you need to have skill in both. Like I would argue that double Kong is the most advanced Kong skill, maybe triple Kongs and whatever you know, but double Kong generally takes like a Kong Precision sort of takeoff and then it goes into a dive kong in midair.",673,158
7,42,interviewer,And that you really need to get the hips up.,34,10
7,43,participant,"Yes, you really need to get the hips up. The way I learned was I started with Kong Precision then I went to Kong safety then I went to Kong dive roll, and then I went to double Kong.",140,39
7,44,interviewer,"Cool. How um, mentioning about, about yourself learning double Kongs? How, how did you find learning the Kong for yourself, back in the day?",110,24
7,45,participant,"I found the Kong to be very challenging because I had that left-right, um, non-symmetrical thing going on. I was very, I would always list to the right side like my hips would always pick up this way as I would do my Kongs. And you can even see it sometimes in my dive Kongs, if I'm doing one that's like at the edge of my range, I will shift my hips a little that way still. Um, so that was really my big struggle with them. But like as I started getting comfy with them, they're great fun, like they're an awesome move to do. Like you can apply them to so many different scenarios. But it was a process to get there. I also want to mention that rail kongs are a bit of a different animal, in that a rail kong, you have to change your approach and your running speed. And you have to pull as opposed to push you like if you try pushing on a rail, you're rolling the dice on your hands being perfect. Like it's really like, people do it. I've seen people go huge on rail kongs, you know, doing sketchy tech, and you know, hats off to them. They're comfy with it, but, but like, if you're like the rest of us and you don't really want to faceplant like you need to grab and pull, you know, and that really makes for... I tend to have like a slightly slower run up. And then really, really emphasise those last two steps and accelerating through those last, those last two steps as I as I go to grab and really rip the rail behind me, I got like, I'm almost doing like a row with it, like, pulling it really, really hard in that movement.",1175,307
7,46,interviewer,Mm.,2,1
7,47,participant,So it that in that way the technique changes.,36,9
7,48,interviewer,So it's more it becomes more of a pull than a push.,38,12
7,49,participant,"Yes. And you also want to um, switch up your driving distance because now we you're, you can't go quite as hard. You kind of want to dive from further away. And still and like junk to kind of make up for that. Like on a I'm on like a fence like a high kong that's on like a rail. So it's like a fence or something, you really want to make sure that you have enough distance to clear your body because now you're not pushing to give yourself height to clear it. So you need to dive to make sure that you still have enough room to clear that object. You see, it's like um, you're trying to find a different way to compensate for the lack of push.",493,131
7,50,interviewer,Is that is that because you can't get the hand flat?,40,11
7,51,participant,"Right? You you don't have enough space. It's um, it's a lack of space thing. And like I said, some people will do it. It's just you know, it's riskier.",109,30
7,52,interviewer,"So would you would you encounter a similar thing if you had just like a really thin wall, like if it was still flat in theory, but just kind of less less wide than your hand-",136,36
7,53,participant,"I hate those kind of kong pres, those are the worst-",40,11
7,54,interviewer,The worst of both worlds?,20,5
7,55,participant,"[laugh] Yeah, it's like, yeah, it is the worst of both worlds because you can't fully grab it, you can't, you got to like, kind of push. Those ones are tough, I'll tell you those ones are tough. Um, yeah, it's almost like a rail kong in those situations. But you know, you because you can't grab around, you still need to try and push. So every single Kong, what's interesting is that you kind of have to figure out what is going to work when you're in that grey area, it's going to be a little bit of application of both techniques, which is, you know, yet again, why having a backlog of experience of practice on all these different types of surfaces makes weird encounters like that, you know, more usable, or like if they're different levels, or whatever the case may be.",593,145
7,56,interviewer,So the kind of environment you're performing it in has a has an effect on the movement?,69,17
7,57,participant,"100% 100%, every different type of Kong that you encounter is going to have a different sort of movement. I've done kong precisions, from little walkway, curbs that are yay-high off the ground, you know, and I'm basically doing a toe touch as I'm running at it, you know, my hips are like, way higher than my head. I'm like, I look like a little Gremlin running like, but it but that's the way do the technique when it's that low. Because it's all hips, and it's all push for that. Um, yeah, so every single kong is going to have a different technique to some extent.",432,108
7,58,interviewer,"But I guess, you know, that's kind of part of what I'm doing the study for the the common feature then, is that two hands, feet and knees between the hands kind of characteristics?",140,34
7,59,participant,"Yes, the two hands, feet, and two hands, feet and knees clear. And the plyo, the plyo esque nature of the takeoff, and then the plyo esque nature of the hand push, like the hand push and pull is almost like a second plyo. I actually read that in um, do you know Max Henry?",207,55
